ID,GRUPO,EMPRESA,SEGMENTO,CIDADE_UF,GPTW,STATUS_MAPEAMENTO,SITE_OFICIAL,LINKEDIN_EMPRESA,GESTOR_RH,CARGO_RH,LINKEDIN_GESTOR_RH,EMAIL_CONTATO,TELEFONE,PORTAL_VAGAS,OBSERVACOES
323,CONCORRENTE - SAUDE,UniFTC / Faculdade Zarns Salvador,Educacao Superior / Saude,Salvador/BA,,,https://www.uniftc.edu.br,https://br.linkedin.com/company/uniftc/,Nao identificado,,,,,,Concorrente de 
324,CONCORRENTE - SAUDE,Ser Educacional (UNINASSAU),Educacao Superior / Saude (multi-campus),Recife/PE (sede),,,https://www.sereducacional.com,https://br.linkedin.com/company/sereducacional,Nao identificado,,,,,,Concorrente de 
325,CONCORRENTE - SAUDE,DASA - Diagnosticos da America,Diagnostico Medico / Saude Integrada,Sao Paulo/SP,,,https://www.dasa.com.br,https://br.linkedin.com/company/dasa,Nao identificado,,,,,,Concorrente de 
326,CONCORRENTE - SAUDE,Grupo Fleury,Diagnostico Medico,Sao Paulo/SP,,,https://www.grupofleury.com.br,https://br.linkedin.com/company/grupo-fleury,Nao identificado,,,,,,Concorrente de 
327,CONCORRENTE - SAUDE,Hermes Pardini (Grupo Pardini),Diagnostico Medico / Analises Clinicas,Belo Horizonte/MG,,,https://www.hermespardini.com.br,https://br.linkedin.com/company/laborat%C3%B3rio-hermes-pardini,Nao identificado,,,,,,Concorrente de 
328,CONCORRENTE - SAUDE,DB Diagnosticos (Diagnosticos do Brasil),Diagnostico Medico (Apoio Laboratorial),Curitiba/PR,,,https://www.diagnosticosdobrasil.com.br,https://br.linkedin.com/company/dbdiagnosticos,Nao identificado,,,,,,Concorrente de 
329,CONCORRENTE - SAUDE,Alta Diagnosticos,Diagnostico Medico / Imagem,Sao Paulo/SP,,,https://altadiagnosticos.com.br,https://br.linkedin.com/company/altadiagnosticos,Nao identificado,,,,,,Concorrente de 
330,CONCORRENTE - SAUDE,Cura Imagem e Diagnostico,Diagnostico Medico / Imagem,Sao Paulo/SP,,,https://www.cura.com.br,https://br.linkedin.com/company/curamedicinadiagnostica,Nao identificado,,,,,,Concorrente de 
331,CONCORRENTE - SAUDE,Laboratorio Richet,Diagnostico Medico / Analises Clinicas,Rio de Janeiro/RJ,,,https://www.richet.com.br,https://br.linkedin.com/company/richet-medicina-diagnostica,Nao identificado,,,,,,Concorrente de 
332,CONCORRENTE - SAUDE,Laboratorio Sergio Franco (Grupo DASA),Diagnostico Medico / Analises Clinicas,Rio de Janeiro/RJ,,,https://www.sergiofranco.com.br,https://br.linkedin.com/company/laboratorio-sergio-franco,Nao identificado,,,,,,Concorrente de 
333,CONCORRENTE - SAUDE,Delboni Auriemo (Grupo DASA),Diagnostico Medico / Analises Clinicas,Sao Paulo/SP,,,https://www.dfrfranco.com.br,https://br.linkedin.com/company/delboniauriemo,Nao identificado,,,,,,Concorrente de 
334,CONCORRENTE - SAUDE,Laboratorio Bronstein (Grupo DASA),Diagnostico Medico / Analises Clinicas,Rio de Janeiro/RJ,,,https://bronstein.com.br,https://br.linkedin.com/company/bronstein-medicina-diagnostica,Nao identificado,,,,,,Concorrente de 
335,CONCORRENTE - SAUDE,Hospital Israelita Albert Einstein,Saude / Hospitalar,Sao Paulo/SP,,,https://www.einstein.br,https://br.linkedin.com/company/hospitalalberteinstein,Nao identificado,,,,,,Concorrente de 
336,CONCORRENTE - SAUDE,Hospital Sirio-Libanes,Saude / Hospitalar,Sao Paulo/SP,,,https://hospitalsiriolibanes.org.br,https://br.linkedin.com/company/hospitalsiriolibanes,Nao identificado,,,,,,Concorrente de 
337,CONCORRENTE - SAUDE,Rede D'Or Sao Luiz,Saude / Hospitalar (rede),Rio de Janeiro/RJ (sede),,,https://www.rededorsaoluiz.com.br,https://www.linkedin.com/company/rededor,Nao identificado,,,,,,Concorrente de 
338,CONCORRENTE - SAUDE,Hospital Alemao Oswaldo Cruz,Saude / Hospitalar,Sao Paulo/SP,,,https://www.hospitaloswaldocruz.org.br,https://br.linkedin.com/company/hospitalalemaooc,Nao identificado,,,,,,Concorrente de 
339,CONCORRENTE - SAUDE,BP - Beneficencia Portuguesa de Sao Paulo,Saude / Hospitalar,Sao Paulo/SP,,,https://www.bp.org.br,https://br.linkedin.com/company/bporgbr,Nao identificado,,,,,,Concorrente de 
340,CONCORRENTE - SAUDE,Hospital Moinhos de Vento,Saude / Hospitalar,Porto Alegre/RS,,,https://www.hospitalmoinhos.org.br,https://br.linkedin.com/company/hospital-moinhos-de-vento,Nao identificado,,,,,,Concorrente de 
341,CONCORRENTE - SAUDE,Rede Mater Dei de Saude,Saude / Hospitalar (rede),Belo Horizonte/MG,,,https://www.materdei.com.br,https://br.linkedin.com/company/redematerdei,Nao identificado,,,,,,Concorrente de 
342,CONCORRENTE - SAUDE,A.C.Camargo Cancer Center,Saude / Hospitalar / Oncologia,Sao Paulo/SP,,,https://accamargo.org.br,https://br.linkedin.com/company/accamargo,Nao identificado,,,,,,Concorrente de 
343,CONCORRENTE - SAUDE,HCor - Hospital do Coracao,Saude / Hospitalar / Cardiologia,Sao Paulo/SP,,,https://www.hcor.com.br,https://br.linkedin.com/company/hcor,Nao identificado,,,,,,Concorrente de 
344,CONCORRENTE - SAUDE,Hospital Nove de Julho,Saude / Hospitalar,Sao Paulo/SP,,,https://www.h9j.com.br,https://br.linkedin.com/company/hospitalnovejulho,Nao identificado,,,,,,Concorrente de 
345,CONCORRENTE - SAUDE,Santa Casa de Misericordia de Sao Paulo (ISCMSP),Saude / Hospitalar (filantropico),Sao Paulo/SP,,,https://www.santacasasp.org.br,https://br.linkedin.com/company/abordesantacasa,Nao identificado,,,,,,Concorrente de 
346,CONCORRENTE - SAUDE,Prevent Senior,Saude / Hospitalar / Operadora,Sao Paulo/SP,,,https://www.preventsenior.com.br,https://br.linkedin.com/company/preventsenior,Nao identificado,,,,,,Concorrente de 
347,CONCORRENTE - SAUDE,Hospital Pequeno Principe,Saude / Hospitalar (filantropico/pediatrico),Curitiba/PR,,,https://pequenoprincipe.org.br,https://br.linkedin.com/company/hospital-pequeno-principe,Nao identificado,,,,,,Concorrente de 
348,CONCORRENTE - SAUDE,Hapvida NotreDame Intermedica,Saude / Operadora + Rede Propria,Fortaleza/CE (sede),,,https://www.hapvida.com.br,https://www.linkedin.com/company/hapvidasaude,Nao identificado,,,,,,Concorrente de 
349,CONCORRENTE - SAUDE,Bradesco Saude (Grupo Bradesco Seguros),Saude / Seguro Saude,Sao Paulo/SP,,,https://www.bradescoseguros.com.br,https://br.linkedin.com/company/bradesco-seguros,Nao identificado,,,,,,Concorrente de 
350,CONCORRENTE - SAUDE,Amil (UnitedHealth Group Brasil),Saude / Operadora,Sao Paulo/SP,,,https://www.amil.com.br,https://br.linkedin.com/company/amil,Nao identificado,,,,,,Concorrente de 
351,CONCORRENTE - SAUDE,SulAmerica Saude,Saude / Seguro Saude,Rio de Janeiro/RJ,,,https://portal.sulamericaseguros.com.br,https://br.linkedin.com/company/sulamerica,Nao identificado,,,,,,Concorrente de 
352,CONCORRENTE - SAUDE,NotreDame Intermedica (GNDI),Saude / Operadora + Rede Propria,Sao Paulo/SP,,,https://www.gndi.com.br,https://br.linkedin.com/company/gndi,Nao identificado,,,,,,Concorrente de 
353,CONCORRENTE - SAUDE,Porto Seguro Saude,Saude / Seguro Saude,Sao Paulo/SP,,,https://www.portoseguro.com.br/seguro-saude,https://br.linkedin.com/company/porto,Nao identificado,,,,,,Concorrente de 
354,CONCORRENTE - SAUDE,DASA (SulAmerica integrada),Saude / Seguro Saude + Diagnostico,Sao Paulo/SP,,,https://www.dasa.com.br,https://br.linkedin.com/company/dasa,Nao identificado,,,,,,Concorrente de 
355,CONCORRENTE - SAUDE,Cassi (Caixa de Assistencia dos Func. Banco do Brasil),Saude / Autogestao,Brasilia/DF,,,https://www.cassi.com.br,https://br.linkedin.com/company/cassi,Nao identificado,,,,,,Concorrente de 
356,CONCORRENTE - SAUDE,Care Plus (Grupo Bupa),Saude / Seguro Saude (premium),Sao Paulo/SP,,,https://www.careplus.com.br,https://br.linkedin.com/company/careplus,Nao identificado,,,,,,Concorrente de 
